user_id,prod_id,uid,pid,rating,label_binary,date
62443,3124,15284,2300,2.0,0,2012-03-08
168311,2700,30357,1996,4.0,0,2014-12-06
260749,4462,38987,3299,1.0,0,2011-10-21
38785,1761,10249,1290,4.0,0,2011-06-14
56497,796,14111,594,5.0,0,2009-09-09
74503,3888,17549,2875,4.0,0,2014-04-28
7284,515,665,389,3.0,0,2012-09-29
44583,3330,11607,2458,1.0,0,2012-12-15
98055,2987,21304,2207,1.0,0,2014-07-19
220802,3214,35511,2372,4.0,0,2013-12-24
20668,3787,5312,2800,4.0,0,2011-04-18
94613,4934,20815,3653,2.0,0,2014-10-09
13449,2116,2936,1570,2.0,0,2013-02-24
73524,3950,17358,2921,3.0,0,2012-01-08
28280,330,7528,244,4.0,0,2013-05-15
231656,4034,36473,2980,4.0,0,2011-08-22
176183,2864,31181,2124,1.0,0,2009-12-18
78452,4727,18265,3497,5.0,1,2010-11-11
137119,2002,26709,1482,5.0,0,2014-06-13
70944,4160,16883,3069,5.0,0,2015-01-01
191306,3222,32674,2376,2.0,0,2010-05-02
20365,127,5198,93,1.0,0,2013-03-11
30542,237,8206,178,4.0,0,2010-06-27
250286,4685,38077,3462,5.0,0,2012-08-15
22019,815,5829,606,4.0,0,2010-07-27
22565,5032,6020,3727,5.0,0,2011-05-24
186697,3129,32215,2305,5.0,0,2013-11-21
57706,2421,14359,1794,2.0,0,2009-06-25
91042,3878,20276,2867,4.0,0,2013-03-08
40910,629,10752,475,3.0,0,2013-06-02
25498,4081,6744,3013,5.0,0,2013-09-18
235972,2783,36862,2063,5.0,0,2014-05-10
20730,2069,5340,1533,4.0,0,2011-08-29
53037,552,13431,415,5.0,0,2010-05-15
237033,4278,36972,3158,5.0,0,2014-08-26
43190,1543,11287,1132,5.0,1,2010-03-11
150408,3745,28292,2769,2.0,1,2013-08-12
52482,1050,13304,778,3.0,0,2014-01-20
11065,1058,2072,781,3.0,0,2014-09-13
22473,5032,5984,3727,4.0,0,2012-10-30
17208,105,4149,77,5.0,0,2013-11-22
67411,4281,16254,3160,5.0,0,2013-08-14
22102,129,5859,95,4.0,0,2011-10-21
60848,1391,14975,1017,4.0,0,2010-03-18
144283,3870,27587,2861,4.0,0,2012-06-16
103155,1398,22027,1023,5.0,1,2014-02-03
25090,151,6627,114,2.0,0,2015-01-05
167090,967,30230,715,2.0,1,2013-07-06
123694,736,24925,553,5.0,0,2014-08-30
195037,2605,33073,1927,5.0,0,2011-09-27
158862,2477,29302,1834,5.0,0,2014-10-29
192291,3309,32774,2441,4.0,1,2013-05-23
10844,4017,1987,2967,2.0,0,2013-03-14
54135,566,13643,426,3.0,0,2013-01-13
157088,1856,29094,1363,3.0,0,2014-07-07
14517,1879,3296,1381,3.0,0,2013-05-26
17061,3876,4108,2865,4.0,0,2011-06-29
100210,1343,21648,978,4.0,0,2014-05-18
18832,1934,4710,1428,4.0,0,2013-07-18
224210,3902,35819,2889,4.0,0,2012-05-03
36426,552,9663,415,4.0,0,2013-03-31
62710,720,15350,543,5.0,1,2012-10-07
36062,1502,9565,1099,4.0,0,2010-03-15
17418,2791,4219,2067,4.0,0,2014-03-16
264526,5025,39282,3720,4.0,0,2014-07-28
169844,2734,30511,2023,2.0,0,2013-04-09
52815,899,13373,664,5.0,0,2012-01-18
76318,2741,17893,2029,5.0,1,2014-01-24
24419,3124,6501,2300,3.0,0,2009-12-03
11701,1881,2271,1383,4.0,0,2010-01-23
8337,2460,1068,1820,1.0,0,2013-03-05
12528,3864,2603,2855,4.0,0,2013-02-19
236061,4210,36876,3111,5.0,1,2009-02-22
41399,4257,10870,3141,4.0,0,2013-02-18
7342,3876,686,2865,2.0,0,2012-06-19
77045,2266,18013,1685,3.0,0,2013-09-06
256478,4800,38640,3551,3.0,0,2014-05-21
21430,4281,5618,3160,3.0,0,2009-06-04
93436,1941,20636,1431,4.0,0,2009-06-03
52187,3112,13227,2290,2.0,0,2010-11-20
50328,2231,12846,1656,4.0,0,2011-05-16
123178,1773,24863,1301,5.0,0,2014-07-14
8011,1141,945,838,4.0,0,2008-08-21
79595,3153,18481,2323,4.0,0,2014-07-05
21200,3767,5513,2785,3.0,0,2010-04-27
22580,1850,6028,1359,4.0,0,2013-01-03
31630,2076,8506,1539,3.0,0,2012-02-19
23371,1431,6200,1052,3.0,0,2012-11-24
5598,4626,190,3422,5.0,0,2013-04-10
30924,2787,8307,2064,4.0,0,2008-05-17
215933,2639,35058,1952,4.0,1,2013-04-02
101500,2736,21807,2025,5.0,0,2014-02-18
59713,2744,14750,2032,4.0,1,2014-11-29
164797,2619,29977,1937,2.0,0,2014-05-31
8062,56,960,40,5.0,0,2009-03-31
79371,1701,18442,1245,2.0,0,2012-05-21
129474,4816,25683,3564,5.0,0,2013-08-30
162905,368,29779,274,4.0,0,2014-05-26
259532,4878,38901,3610,5.0,0,2014-04-10
88025,4295,19802,3172,4.0,0,2012-03-11
31625,249,8505,189,3.0,0,2014-02-23
18810,2539,4700,1883,3.0,0,2013-05-11
187046,3137,32237,2312,5.0,1,2011-12-08
13564,4864,2956,3601,5.0,0,2015-01-02
238866,763,37099,572,5.0,0,2014-02-19
130266,2136,25819,1586,4.0,0,2009-01-14
7808,4554,858,3366,3.0,0,2010-10-31
77967,4954,18172,3666,4.0,0,2010-06-09
262740,1547,39129,1134,4.0,1,2013-09-23
231256,4034,36432,2980,4.0,0,2014-11-10
25566,4811,6772,3559,5.0,0,2012-08-29
255250,3457,38518,2554,5.0,0,2014-12-20
47990,495,12338,374,4.0,0,2011-09-14
32807,1153,8791,846,5.0,0,2014-11-24
149059,2223,28152,1648,5.0,0,2013-07-04
220152,3151,35442,2321,5.0,0,2011-01-14
200733,3343,33658,2469,2.0,0,2013-01-04
13601,330,2979,244,4.0,0,2014-10-02
182543,3044,31830,2247,5.0,0,2013-11-21
34978,4698,9323,3473,5.0,0,2013-08-13
15699,330,3679,244,4.0,0,2014-10-04
74850,3951,17632,2922,5.0,0,2012-12-03
39876,1597,10540,1169,5.0,1,2013-08-21
72315,3494,17134,2580,5.0,0,2014-06-06
24212,144,6435,108,3.0,0,2014-12-25
40369,935,10634,691,5.0,0,2014-07-27
11069,1143,2074,839,4.0,0,2013-06-09
63819,2384,15575,1771,3.0,0,2010-03-24
120809,2127,24545,1578,5.0,0,2009-11-11
52032,543,13205,407,1.0,1,2012-11-12
77281,3021,18061,2230,5.0,0,2013-09-22
23522,3582,6240,2646,2.0,0,2013-09-07
183138,3035,31888,2241,5.0,0,2013-10-04
21355,3314,5579,2445,3.0,0,2013-04-01
100379,1345,21673,980,5.0,1,2013-10-11
120633,1709,24514,1251,3.0,0,2009-03-22
106619,1425,22571,1046,4.0,0,2012-11-01
165493,657,30063,500,4.0,0,2014-09-12
21176,3618,5501,2672,3.0,0,2011-08-10
12827,233,2736,174,4.0,0,2012-04-18
192908,3237,32848,2387,3.0,0,2013-10-25
9739,87,1563,64,5.0,0,2010-12-11
28825,3031,7676,2237,4.0,0,2012-07-21
57952,629,14415,475,4.0,0,2010-02-27
10010,4204,1655,3105,2.0,0,2010-03-21
22355,3582,5941,2646,5.0,0,2013-03-02
187196,3199,32258,2360,5.0,1,2013-05-11
17653,1089,4298,804,4.0,1,2014-10-21
12708,2632,2681,1947,5.0,0,2011-04-29
20358,3483,5193,2570,4.0,0,2013-08-20
205781,1063,34124,783,5.0,1,2011-01-19
121087,1721,24585,1260,5.0,0,2014-06-05
210736,3699,34579,2733,5.0,1,2014-10-23
33369,2398,8905,1778,5.0,0,2014-03-22
34334,2116,9158,1570,4.0,0,2012-07-29
50693,3491,12933,2578,1.0,0,2013-08-08
16605,3265,3941,2405,4.0,0,2013-07-31
133257,1929,26202,1424,5.0,0,2014-11-03
26748,1398,7106,1023,4.0,0,2014-12-03
202880,3918,33855,2900,5.0,0,2014-07-04
96445,1298,21099,947,5.0,0,2011-03-29
113153,4864,23476,3601,3.0,0,2010-10-29
173248,2793,30870,2069,5.0,0,2014-11-10
37038,348,9850,256,4.0,0,2009-04-19
42989,670,11237,507,4.0,0,2011-02-06
111269,1535,23219,1126,4.0,0,2010-09-27
189728,3200,32518,2361,5.0,1,2013-02-01
222738,4698,35685,3473,1.0,0,2014-01-06
33722,2181,9005,1616,5.0,0,2014-06-30
75258,424,17714,317,4.0,0,2011-07-05
15532,3601,3613,2659,5.0,0,2014-07-27
72018,4468,17075,3303,4.0,0,2011-12-07
50197,3131,12820,2307,5.0,0,2014-12-06
37466,1701,9940,1245,4.0,0,2014-07-29
45874,649,11875,493,5.0,0,2014-02-10
7360,9,694,6,1.0,0,2012-05-29
11761,3225,2302,2378,4.0,0,2013-12-16
114224,1943,23618,1433,1.0,0,2013-08-19
119354,1673,24322,1223,1.0,0,2011-11-24
9755,3317,1570,2448,5.0,0,2011-12-19
75133,919,17687,678,5.0,0,2011-06-11
13781,4837,3048,3581,5.0,0,2011-03-07
31290,2224,8397,1649,3.0,0,2012-04-28
154414,4260,28772,3144,5.0,0,2014-07-20
29226,3209,7801,2367,4.0,0,2012-10-21
53388,587,13511,440,3.0,0,2011-11-13
154975,2371,28839,1761,2.0,0,2014-09-07
251136,4698,38154,3473,5.0,1,2014-10-06
10299,344,1774,253,3.0,0,2011-03-18
229594,4083,36290,3014,4.0,1,2013-04-18
146361,1264,27833,922,5.0,0,2012-10-04
5658,2990,225,2209,5.0,0,2012-06-07
195545,713,33127,537,3.0,0,2014-07-10
10592,3350,1871,2476,4.0,0,2012-04-26
152443,2294,28546,1706,5.0,0,2015-01-03
20545,1401,5269,1026,5.0,0,2012-09-06
12549,3491,2609,2578,4.0,0,2012-01-03
132218,1907,26087,1406,4.0,0,2010-02-25
38043,4541,10085,3357,4.0,0,2014-09-29
260789,4913,38996,3638,1.0,1,2014-02-03
96672,4776,21137,3533,4.0,0,2012-07-23
175804,2864,31143,2124,2.0,1,2012-01-31
256522,4800,38645,3551,5.0,0,2013-10-29
128854,1876,25611,1378,4.0,0,2011-09-04
253969,4735,38408,3504,3.0,0,2014-09-14
66482,4626,16065,3422,3.0,0,2013-06-19
109420,4599,22952,3400,5.0,0,2014-10-05
27765,4202,7375,3104,3.0,0,2014-10-27
180973,2980,31652,2201,4.0,1,2012-09-25
207016,656,34252,499,4.0,1,2010-05-31
67207,815,16204,606,4.0,0,2011-02-10
140546,2083,27157,1543,3.0,1,2012-10-20
258658,3811,38832,2815,1.0,1,2009-07-12
126744,1827,25324,1340,5.0,0,2010-09-20
53925,565,13614,425,5.0,0,2013-12-29
115945,4544,23882,3359,5.0,0,2011-10-29
93226,4986,20591,3691,4.0,0,2011-03-18
103986,4223,22136,3117,3.0,0,2011-11-28
5740,1960,267,1449,4.0,0,2011-02-28
39525,1148,10450,842,5.0,0,2014-04-24
159797,2492,29435,1847,4.0,0,2012-07-06
65002,3361,15781,2486,4.0,0,2011-02-09
168469,1123,30370,826,1.0,0,2014-01-18
17263,109,4159,80,5.0,1,2013-06-05
17281,4997,4166,3699,4.0,0,2014-09-15
97144,4369,21205,3232,5.0,0,2014-06-02
109413,1499,22951,1096,4.0,0,2013-06-10
139116,2058,26963,1522,5.0,0,2010-12-19
19500,1843,4939,1352,2.0,0,2008-08-19
124204,4575,24994,3381,4.0,0,2012-05-01
75945,2480,17834,1837,5.0,0,2014-09-07
21561,4692,5678,3469,3.0,0,2008-12-09
118391,56,24182,40,5.0,1,2011-05-15
166958,3778,30218,2794,3.0,0,2013-02-27
52256,4898,13255,3626,4.0,0,2009-08-16
41487,395,10894,294,5.0,0,2011-11-14
86057,1110,19491,818,2.0,1,2013-01-10
5618,7,202,4,2.0,0,2012-08-29
129651,4816,25713,3564,3.0,0,2012-09-06
171982,3217,30743,2374,3.0,1,2013-10-07
8678,2122,1192,1575,4.0,0,2011-10-17
60959,3963,14998,2930,4.0,1,2011-12-05
10077,2879,1677,2137,3.0,0,2012-03-27
28800,1307,7668,952,5.0,0,2014-07-20
22143,963,5874,711,1.0,0,2010-12-20
115560,3885,23836,2872,2.0,0,2009-12-28
30186,4724,8089,3494,4.0,0,2013-02-21
252027,4698,38225,3473,5.0,0,2013-12-25
157719,2440,29170,1808,5.0,1,2014-06-30
155117,4142,28851,3056,5.0,1,2014-06-24
79969,1000,18543,737,3.0,1,2011-12-08
82108,1023,18864,755,5.0,1,2014-01-26
75068,1058,17675,781,4.0,0,2013-08-13
36385,3299,9652,2432,5.0,0,2014-10-09
131976,1907,26051,1406,5.0,0,2013-12-28
171126,2759,30648,2043,4.0,1,2014-07-02
61562,4897,15105,3625,4.0,0,2014-07-09
41394,3453,10867,2551,5.0,0,2012-04-29
19101,552,4826,415,3.0,0,2008-06-19
19083,4960,4815,3670,3.0,0,2008-05-06
21552,3745,5675,2769,4.0,0,2008-10-02
59002,658,14600,501,4.0,0,2007-05-16
49150,496,12593,375,4.0,0,2010-11-01
14255,3112,3211,2290,3.0,0,2010-03-21
72980,1809,17258,1325,4.0,0,2011-10-03
231871,4897,36492,3625,5.0,1,2014-09-06
146049,2179,27798,1615,1.0,1,2011-08-21
85446,1091,19389,805,3.0,0,2013-12-29
173183,2791,30867,2067,2.0,0,2014-03-24
181105,2983,31671,2204,4.0,1,2010-08-16
135061,1952,26451,1441,5.0,0,2014-06-07
138826,2052,26925,1518,5.0,0,2011-10-18
6635,1857,437,1364,4.0,0,2014-04-12
121679,1735,24653,1270,4.0,0,2010-11-03
8775,867,1232,641,5.0,0,2014-05-19
76594,4687,17945,3464,3.0,0,2011-02-22
6524,1526,409,1118,4.0,0,2014-07-09
99237,2227,21504,1652,4.0,0,2010-11-16
9903,28,1624,20,5.0,0,2008-01-15
73294,888,17310,655,5.0,0,2012-04-25
30381,2899,8153,2155,2.0,0,2013-11-23
81093,2337,18726,1736,1.0,0,2014-06-28
27859,1859,7405,1366,5.0,0,2014-02-16
15663,3314,3665,2445,4.0,1,2010-02-24
15885,323,3743,238,5.0,0,2010-05-31
155110,4314,28850,3190,1.0,1,2012-02-21
31236,2643,8381,1955,5.0,0,2013-01-22
21541,4337,5671,3209,3.0,0,2008-07-19
127538,1850,25454,1359,5.0,0,2014-01-20
139389,3684,27001,2723,4.0,0,2014-02-26
32706,1454,8764,1071,5.0,0,2012-02-18
43235,4357,11301,3224,5.0,0,2012-12-21
154882,2370,28823,1760,5.0,0,2014-06-15
31303,3618,8405,2672,5.0,0,2013-12-20
71246,4281,16949,3160,5.0,0,2010-03-19
7317,3136,675,2311,4.0,0,2012-11-08
252558,4698,38281,3473,5.0,0,2011-12-01
52639,3445,13331,2544,3.0,0,2014-07-13
43323,4148,11323,3061,5.0,0,2010-10-31
63015,1964,15412,1453,4.0,0,2013-05-14
108085,1471,22771,1078,2.0,0,2014-09-12
30985,4373,8322,3234,2.0,0,2012-04-18
73672,894,17381,660,2.0,0,2013-08-21
150196,4820,28271,3567,5.0,0,2010-12-03
132392,1912,26106,1411,3.0,0,2013-01-08
152586,2294,28562,1706,5.0,0,2012-08-05
192633,4052,32818,2993,5.0,0,2013-10-01
116590,1638,23971,1200,4.0,0,2014-09-09
7779,5007,847,3707,4.0,0,2011-12-20
39428,372,10428,277,4.0,1,2011-03-19
62461,3494,15290,2580,4.0,0,2010-11-05
10341,1158,1794,851,3.0,0,2012-10-04
185420,3100,32101,2282,4.0,0,2014-04-13
12654,71,2654,52,2.0,0,2013-01-13
9089,4951,1330,3665,4.0,0,2010-02-03
66710,807,16101,602,5.0,1,2009-08-24
72887,1066,17230,786,5.0,0,2014-11-21
32529,3205,8711,2364,4.0,0,2011-12-27
154944,2370,28835,1760,5.0,0,2012-12-13
151397,4997,28405,3699,4.0,0,2013-10-18
9440,28,1445,20,1.0,0,2013-05-14
15826,2211,3722,1639,3.0,0,2013-12-22
10140,2266,1703,1685,5.0,0,2014-12-08
42999,3999,11241,2955,4.0,0,2011-02-20
61564,710,15106,535,5.0,0,2013-11-18
155097,3491,28848,2578,4.0,0,2011-01-06
96436,4820,21095,3567,5.0,0,2011-04-22
128749,1874,25595,1376,5.0,0,2014-07-01
176001,2864,31164,2124,4.0,0,2013-10-03
34957,1058,9312,781,4.0,0,2014-03-01
61464,3875,15090,2864,4.0,0,2007-07-31
10292,3660,1769,2704,4.0,0,2012-08-14
76721,1398,17964,1023,4.0,0,2005-09-23
28560,294,7586,220,3.0,0,2012-11-10
52760,552,13357,415,2.0,0,2013-09-26
91308,1199,20311,879,4.0,0,2011-07-24
160062,4190,29465,3093,4.0,0,2013-12-12
12704,949,2680,701,4.0,0,2013-08-14
115540,3841,23832,2837,4.0,0,2014-10-13
20605,424,5290,317,3.0,0,2014-04-16
52495,235,13306,176,4.0,0,2012-10-19
256179,4791,38611,3543,4.0,0,2014-07-22
60522,3547,14916,2619,4.0,0,2012-06-22
10341,467,1794,350,5.0,0,2012-02-29
185374,3096,32094,2280,5.0,0,2014-06-29
88018,1158,19800,851,3.0,0,2014-04-19
141389,2134,27256,1584,3.0,0,2012-12-16
46046,3454,11921,2552,4.0,0,2013-12-18
29466,4083,7865,3014,4.0,0,2014-02-13
230896,4535,36407,3352,4.0,1,2012-12-23
254090,4735,38423,3504,5.0,0,2009-06-06
22565,3336,6020,2464,4.0,0,2011-08-26
41056,395,10787,294,3.0,1,2011-12-05
61735,3048,15153,2250,4.0,0,2013-08-23
152587,2294,28563,1706,4.0,0,2012-07-19
17481,1123,4247,826,5.0,0,2005-04-01
